region_id,voltage_kv,scheme,component,capex_low_wanyuan,capex_base_wanyuan,capex_high_wanyuan,eac_low_wanyuan_per_year,eac_base_wanyuan_per_year,eac_high_wanyuan_per_year,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00001,35,A,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,A,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,A,storage,2904.3963,2912.502144,3753.5517,353.0356806,483.0907839,822.0832269,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,A,total,2904.3963,2912.502144,3753.5517,353.0356806,483.0907839,822.0832269,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,B,expansion,1170,1343,1516,74.38546717,121.7414881,179.917029,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,B,storage,399.88065,407.388862,516.79335,48.60636182,67.57275874,113.1853718,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,B,total,1569.88065,1750.388862,2032.79335,122.991829,189.3142468,293.1024008,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00001,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,A,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,A,storage,3641.01855,3645.680054,4705.53945,442.5737155,604.7015069,1030.582596,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,A,total,3641.01855,3645.680054,4705.53945,442.5737155,604.7015069,1030.582596,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,B,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,B,storage,3641.01855,3645.680054,4705.53945,442.5737155,604.7015069,1030.582596,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,B,total,3641.01855,3645.680054,4705.53945,442.5737155,604.7015069,1030.582596,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00003,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,A,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,A,storage,2609.7474,2613.760482,3372.7566,317.2204666,433.5391144,738.6834793,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,A,total,2609.7474,2613.760482,3372.7566,317.2204666,433.5391144,738.6834793,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,B,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,B,storage,2609.7474,2613.760482,3372.7566,317.2204666,433.5391144,738.6834793,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,B,total,2609.7474,2613.760482,3372.7566,317.2204666,433.5391144,738.6834793,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00004,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,A,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,A,storage,26623.63275,26632.97435,34407.55725,3236.160406,4417.557077,7535.762914,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,A,total,26623.63275,26632.97435,34407.55725,3236.160406,4417.557077,7535.762914,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,B,expansion,1170,1343,1516,74.38546717,121.7414881,179.917029,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,B,storage,14627.21325,14636.96742,18903.75675,1777.969551,2427.8039,4140.201759,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,B,total,15797.21325,15979.96742,20419.75675,1852.355018,2549.545388,4320.118788,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00005,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,A,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,A,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,A,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,B,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,B,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,B,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00007,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,A,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,A,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,A,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,B,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,B,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,B,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00008,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,A,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,A,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,A,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,B,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,B,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,B,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00009,110,C0,total,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,A,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,A,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,A,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,B,expansion,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,B,storage,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,B,total,,,,,,,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,C0,expansion,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
QX-00010,110,C0,storage,0,0,0,0,0,0,real_plan_county_solutions.csv+real_plan_actions.csv+expansion_cost_library.csv+model_contract.yaml,model_contract_2.0.0,split selected source-backed expansion and integer storage costs; reconcile to planner total,real_2025_cost_breakdown,model_assumption_cost_sensitivity_explicit,a93e9e8bb55105e1576dbccbf4880dcd8ecc785f6a5328ac48d052275e1c8997
